Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Algeria,DZA,2012,34,NA,34,NA,781.675537109375,NA,0.43200001,4012.361572265625,NA,NA,-0.01982318982481956,0.7176933288574219,25.381999969482425,426.84,781.675537109375,NA,0.43200001,4012.361572265625,NA,NA,-0.01982318982481956,0.7176933288574219,25.381999969482425,426.84
Algeria,DZA,2013,36,NA,36,NA,753.43792724609375,NA,0.42899999,4042.923583984375,6,6,-0.1295551210641861,0.806601345539093,25.236000061035156,418.71,753.43792724609375,NA,0.42899999,4042.923583984375,6,6,-0.1295551210641861,0.806601345539093,25.236000061035156,418.71
Algeria,DZA,2014,36,NA,36,NA,799.8067016601564,NA,0.42899999,4112.076171875,NA,NA,-0.00868572387844324,0.702589213848114,25.40399932861328,415.17,799.80670166015625,NA,0.42899999,4112.076171875,NA,NA,-0.00868572387844324,0.702589213848114,25.40399932861328,415.17
Algeria,DZA,2015,36,2.09,36,2.09,781.82672119140625,63.7,0.42899999,4177.8896484375,6,5,0.06092464923858642,-0.32401207089424133,25.405000686645508,412.81,781.82672119140625,63.7,0.42899999,4177.8896484375,6,5,0.06092464923858642,-0.32401207089424133,25.405000686645508,412.81
Algeria,DZA,2016,34,1.88,34,1.88,795.689697265625,NA,NA,4224.037109375,NA,NA,0.02908184193074703,1.0236964225769043,25.166000366210938,405.9,795.689697265625,NA,NA,4224.037109375,NA,NA,0.02908184193074703,1.0236964225769043,25.166000366210938,405.9
Algeria,DZA,2017,33,1.91,33,1.91,775.1162109375,NA,NA,4192.337890625,6,5,-0.00503619946539402,0.7232598662376404,24.7549991607666,401.39,775.1162109375,NA,NA,4192.337890625,6,5,-0.00503619946539402,0.7232598662376404,24.7549991607666,401.39
Algeria,DZA,2018,35,1.99,35,1.99,759.8111572265625,NA,NA,4154.21923828125,NA,NA,0.48379582166671753,0.838207483291626,24.073999404907227,399.51,759.8111572265625,NA,NA,4154.21923828125,NA,NA,0.48379582166671753,0.838207483291626,24.073999404907227,399.51
Angola,AGO,2012,22,NA,22,NA,991.9908447265624,NA,NA,4167.1259765625,NA,NA,0.6922733187675476,-1.143768310546875,43.86000061035156,321.76,991.9908447265624,NA,NA,4167.1259765625,NA,NA,0.6922733187675476,-1.143768310546875,43.86000061035156,321.76
Angola,AGO,2013,23,NA,23,NA,990.94482421875,NA,NA,4220.96484375,5,4,0.6741036772727966,-5.208122730255127,43.28200149536133,316.38,990.94482421875,NA,NA,4220.96484375,5,4,0.6741036772727966,-5.208122730255127,43.28200149536133,316.38
Angola,AGO,2014,19,NA,19,NA,968.51629638671875,NA,NA,4272.45556640625,NA,NA,0.6085917949676514,2.5100951194763184,42.67599868774414,307.12,968.51629638671875,NA,NA,4272.45556640625,NA,NA,0.6085917949676514,2.5100951194763184,42.67599868774414,307.12
Angola,AGO,2015,15,24.65,15,24.65,1025.3316650390625,40.7,NA,4166.97998046875,4,3,-0.6754845976829529,8.630605697631836,42.02000045776367,305.34,1025.3316650390625,40.7,NA,4166.97998046875,4,3,-0.6754845976829529,8.630605697631836,42.02000045776367,305.34
Angola,AGO,2016,18,25.75,18,25.75,997.48223876953125,NA,NA,3924.620361328125,NA,NA,0.26997092366218567,-0.17752252519130707,41.37699890136719,302.73,997.48223876953125,NA,NA,3924.620361328125,NA,NA,0.26997092366218567,-0.17752252519130707,41.37699890136719,302.73
Angola,AGO,2017,19,26.38,19,26.38,949.0654907226564,NA,NA,3790.79150390625,4,3,1.1070772409439087,-6.057209014892578,40.810001373291016,302.39,949.06549072265625,NA,NA,3790.79150390625,4,3,1.1070772409439087,-6.057209014892578,40.810001373291016,302.39
Angola,AGO,2018,19,26.92,19,26.92,861.61358642578125,NA,NA,3595.106689453125,NA,NA,0.00563787389546632,-6.369877338409424,40.23600006103515,303.34,861.61358642578125,NA,NA,3595.106689453125,NA,NA,0.00563787389546632,-6.369877338409424,40.23600006103515,303.34
Congo,COG,2012,26,NA,26,NA,165.62728881835938,NA,0.60900003,2578.661865234375,NA,NA,1.2458778619766235,-0.3913993835449219,37.507999420166016,369.61,165.62728881835938,NA,0.60900003,2578.661865234375,NA,NA,1.2458778619766235,-0.3913993835449219,37.507999420166016,369.61
Congo,COG,2013,22,NA,22,NA,143.3223419189453,NA,0.60600001,2497.94970703125,4,3,7.142861843109131,10.4621000289917,36.49800109863281,368.1,143.3223419189453,NA,0.60600001,2497.94970703125,4,3,7.142861843109131,10.4621000289917,36.49800109863281,368.1
Congo,COG,2014,23,NA,23,NA,149.92776489257812,NA,0.59399998,2601.45849609375,NA,NA,6.983504295349121,16.139772415161133,35.527000427246094,367.21,149.92776489257812,NA,0.59399998,2601.45849609375,NA,NA,6.983504295349121,16.139772415161133,35.527000427246094,367.21
Congo,COG,2015,23,40.94,23,40.94,138.78883361816406,43.5,0.59200001,2447.539306640625,3,3,4.620863437652588,35.99449920654297,34.64799880981445,364.31,138.78883361816406,43.5,0.59200001,2447.539306640625,3,3,4.620863437652588,35.99449920654297,34.64799880981445,364.31
Congo,COG,2016,20,43.11,20,43.11,138.257080078125,NA,NA,2128.859130859375,NA,NA,11.716285705566406,0.495050847530365,33.70600128173828,360.32,138.257080078125,NA,NA,2128.859130859375,NA,NA,11.716285705566406,0.495050847530365,33.70600128173828,360.32
Congo,COG,2017,21,43.96,21,43.96,160.49627685546875,NA,NA,1983.9005126953125,3,2,0.40516576170921326,39.82761764526367,33.025001525878906,358.05,160.49627685546875,NA,NA,1983.9005126953125,3,2,0.40516576170921326,39.82761764526367,33.025001525878906,358.05
Congo,COG,2018,19,41.58,19,41.58,196.9117126464844,NA,NA,1840.43359375,NA,NA,0.09959646314382552,31.567222595214844,32.33700180053711,357.05,196.9117126464844,NA,NA,1840.43359375,NA,NA,0.09959646314382552,31.567222595214844,32.33700180053711,357.05
Equatorial Guinea,GNQ,2012,20,NA,20,NA,176.35040283203125,NA,NA,14614.1767578125,NA,NA,NA,4.400755882263184,37.45800018310547,258.09,176.35040283203125,NA,NA,14614.1767578125,NA,NA,NA,4.400755882263184,37.45800018310547,258.09
Equatorial Guinea,GNQ,2013,19,NA,19,NA,153.92013549804688,NA,NA,13421.5654296875,NA,NA,NA,2.6559438705444336,36.803001403808594,253.08,153.92013549804688,NA,NA,13421.5654296875,NA,NA,NA,2.6559438705444336,36.803001403808594,253.08
Equatorial Guinea,GNQ,2017,17,0.12,17,0.12,104.2712631225586,NA,NA,8986.951171875,NA,NA,NA,2.498396873474121,33.50699996948242,260.59,104.2712631225586,NA,NA,8986.951171875,NA,NA,NA,2.498396873474121,33.50699996948242,260.59
Equatorial Guinea,GNQ,2018,16,0.12,16,0.12,94.4700164794922,NA,NA,8124.18310546875,NA,NA,NA,3.024184226989746,32.66699981689453,261.5,94.4700164794922,NA,NA,8124.18310546875,NA,NA,NA,3.024184226989746,32.66699981689453,261.5
Gabon,GAB,2012,35,NA,35,NA,128.7734832763672,NA,0.55199999,7181.2138671875,NA,NA,5.304090976715088,3.94472336769104,32.71799850463867,317.54,128.7734832763672,NA,0.55199999,7181.2138671875,NA,NA,5.304090976715088,3.94472336769104,32.71799850463867,317.54
Gabon,GAB,2013,34,NA,34,NA,123.9252471923828,NA,0.54900002,7304.77978515625,NA,NA,1.3428846597671509,1.8415385484695437,32.18199920654297,311.22,123.9252471923828,NA,0.54900002,7304.77978515625,NA,NA,1.3428846597671509,1.8415385484695437,32.18199920654297,311.22
Gabon,GAB,2014,37,NA,37,NA,122.4734878540039,NA,0.54699999,7350.05126953125,NA,NA,2.637552499771118,6.9386467933654785,31.621999740600582,308.11,122.4734878540039,NA,0.54699999,7350.05126953125,NA,NA,2.637552499771118,6.9386467933654785,31.621999740600582,308.11
Gabon,GAB,2015,34,2.22,34,2.22,124.0036392211914,51.4,0.542,7384.70068359375,NA,NA,0.11440148949623108,0.28997698426246643,31.035999298095703,308.29,124.0036392211914,51.4,0.542,7384.70068359375,NA,NA,0.11440148949623108,0.28997698426246643,31.035999298095703,308.29
Gabon,GAB,2016,35,2.21,35,2.21,128.48757934570312,NA,NA,7313.14013671875,NA,NA,0.32302019000053406,8.86815357208252,30.36199951171875,306.37,128.48757934570312,NA,NA,7313.14013671875,NA,NA,0.32302019000053406,8.86815357208252,30.36199951171875,306.37
Gabon,GAB,2017,32,2.33,32,2.33,121.98627471923828,NA,NA,7145.11767578125,NA,NA,-0.5606957077980042,8.801569938659668,29.71299934387207,305.33,121.98627471923828,NA,NA,7145.11767578125,NA,NA,-0.5606957077980042,8.801569938659668,29.71299934387207,305.33
Gabon,GAB,2018,31,2.27,31,2.27,112.3355484008789,NA,NA,7019.82763671875,NA,NA,-0.373078316450119,8.175990104675293,29.003999710083008,303.44,112.3355484008789,NA,NA,7019.82763671875,NA,NA,-0.373078316450119,8.175990104675293,29.003999710083008,303.44
Iran,IRN,2012,28,NA,28,NA,2098.968505859375,NA,0.51700002,4946.5361328125,NA,NA,0.22643202543258667,0.7784237861633301,18.926000595092773,294.4,2098.968505859375,NA,0.51700002,4946.5361328125,NA,NA,0.22643202543258667,0.7784237861633301,18.926000595092773,294.4
Iran,IRN,2013,25,NA,25,NA,1973.28564453125,NA,0.51599997,4876.12451171875,1,3,0.04110511019825935,0.6626092791557312,19.44499969482422,290.21,1973.28564453125,NA,0.51599997,4876.12451171875,1,3,0.04110511019825935,0.6626092791557312,19.44499969482422,290.21
Iran,IRN,2014,27,NA,27,NA,2024.1607666015625,NA,0.514,5035.81591796875,NA,NA,7.9549412475898e-4,0.4866089820861816,19.823999404907227,286.31,2024.1607666015625,NA,0.514,5035.81591796875,NA,NA,7.9549412475898e-4,0.4866089820861816,19.823999404907227,286.31
Iran,IRN,2015,27,0.02,27,0.02,2096.225341796875,71.1,0.509,4904.3271484375,1,4,0.03109248913824558,0.532534658908844,19.42799949645996,287.97,2096.225341796875,71.1,0.509,4904.3271484375,1,4,0.03109248913824558,0.532534658908844,19.42799949645996,287.97
Iran,IRN,2016,29,0.02,29,0.02,2513.760009765625,NA,NA,5486.408203125,NA,NA,0.02490823529660701,0.8067302703857422,19.017000198364254,286.89,2513.760009765625,NA,NA,5486.408203125,NA,NA,0.02490823529660701,0.8067302703857422,19.017000198364254,286.89
Iran,IRN,2017,30,0.02,30,0.02,2697.528076171875,NA,NA,5614.11767578125,2,4,0.01700892671942711,1.126990795135498,18.607999801635746,285.33,2697.528076171875,NA,NA,5614.11767578125,2,4,0.01700892671942711,1.126990795135498,18.607999801635746,285.33
Iran,IRN,2018,28,0.02,28,0.02,2549.83203125,NA,NA,5203.16943359375,NA,NA,0.02534378133714199,0.8061648011207581,17.231000900268555,279.69,2549.83203125,NA,NA,5203.16943359375,NA,NA,0.02534378133714199,0.8061648011207581,17.231000900268555,279.69
Iraq,IRQ,2012,18,NA,18,NA,1759.795166015625,NA,0.53200001,4630.736328125,NA,NA,0.22476808726787567,1.5596152544021606,34.60300064086914,451.66,1759.795166015625,NA,0.53200001,4630.736328125,NA,NA,0.22476808726787567,1.5596152544021606,34.60300064086914,451.66
Iraq,IRQ,2013,16,NA,16,NA,1767.0057373046875,NA,0.52899998,4793.53955078125,4,7,0.09678752720355988,-0.9952791929244996,33.82600021362305,441.48,1767.0057373046875,NA,0.52899998,4793.53955078125,4,7,0.09678752720355988,-0.9952791929244996,33.82600021362305,441.48
Iraq,IRQ,2014,16,NA,16,NA,1846.958984375,NA,0.528,4627.8349609375,NA,NA,0.10572830587625504,-4.455211162567139,33.08300018310547,433.35,1846.958984375,NA,0.528,4627.8349609375,NA,NA,0.10572830587625504,-4.455211162567139,33.08300018310547,433.35
Iraq,IRQ,2015,16,1.34,16,1.34,2275.0126953125,60.1,0.52499998,4688.31787109375,3,7,0.08856290578842163,-4.541592121124268,31.593000411987305,429.06,2275.0126953125,60.1,0.52499998,4688.31787109375,3,7,0.08856290578842163,-4.541592121124268,31.593000411987305,429.06
Iraq,IRQ,2016,17,0.9,17,0.9,2530.714599609375,NA,NA,5183.4091796875,NA,NA,0.18265032768249512,-3.754985809326172,30.170000076293945,422.81,2530.714599609375,NA,NA,5183.4091796875,NA,NA,0.18265032768249512,-3.754985809326172,30.170000076293945,422.81
Iraq,IRQ,2017,18,1.3,18,1.3,2586.301025390625,NA,NA,4961.404296875,3,6,0.04155590757727623,-2.6879942417144775,28.92300033569336,418.21,2586.301025390625,NA,NA,4961.404296875,3,6,0.04155590757727623,-2.6879942417144775,28.92300033569336,418.21
Iraq,IRQ,2018,18,1.31,18,1.31,2640.15478515625,NA,NA,4975.380859375,NA,NA,0.08286146074533463,-2.1485483646392822,28.429000854492188,425.24,2640.15478515625,NA,NA,4975.380859375,NA,NA,0.08286146074533463,-2.1485483646392822,28.429000854492188,425.24
Kuwait,KWT,2012,44,NA,44,NA,1790.64892578125,NA,0.24699999,33455.23828125,NA,NA,3.8727493286132817,1.6502456665039062,20.035999298095703,193.4,1790.64892578125,NA,0.24699999,33455.23828125,NA,NA,3.8727493286132817,1.6502456665039062,20.035999298095703,193.4
Kuwait,KWT,2013,43,NA,43,NA,1761.1346435546875,NA,0.243,32136.1328125,6,4,9.558965682983398,0.8231632113456726,19.118999481201172,184.6,1761.1346435546875,NA,0.243,32136.1328125,6,4,9.558965682983398,0.8231632113456726,19.118999481201172,184.6
Kuwait,KWT,2014,44,NA,44,NA,1747.1170654296875,NA,0.34,30857.16015625,NA,NA,8.059887886047363,0.29871636629104614,18.233999252319336,177.13,1747.1170654296875,NA,0.34,30857.16015625,NA,NA,8.059887886047363,0.29871636629104614,18.233999252319336,177.13
Kuwait,KWT,2015,49,0.02,49,0.02,1724.1123046875,82,0.33500001,29869.552734375,5,3,4.747971057891846,0.2484545111656189,16.892000198364258,178.35,1724.1123046875,82,0.33500001,29869.552734375,5,3,4.747971057891846,0.2484545111656189,16.892000198364258,178.35
Kuwait,KWT,2016,41,0.02,41,0.02,1776.30029296875,NA,NA,29801.23828125,NA,NA,5.851436614990234,0.26688653230667114,14.800000190734863,179.51,1776.30029296875,NA,NA,29801.23828125,NA,NA,5.851436614990234,0.26688653230667114,14.800000190734863,179.51
Kuwait,KWT,2017,39,0.02,39,0.02,1685.98681640625,NA,NA,27702.1875,4,4,5.830768585205078,0.0936247780919075,14.38599967956543,181.01,1685.98681640625,NA,NA,27702.1875,4,4,5.830768585205078,0.0936247780919075,14.38599967956543,181.01
Kuwait,KWT,2018,41,0.02,41,0.02,1707.854248046875,NA,NA,27496.845703125,NA,NA,2.150614023208618,-0.01547054387629032,13.442999839782717,181.18,1707.854248046875,NA,NA,27496.845703125,NA,NA,2.150614023208618,-0.01547054387629032,13.442999839782717,181.18
Libya,LBY,2012,21,NA,21,NA,843.96014404296875,NA,0.16599999,7401.4814453125,NA,NA,3.0642333030700684,1.7404865026474,21.95299911499023,264.18,843.96014404296875,NA,0.16599999,7401.4814453125,NA,NA,3.0642333030700684,1.7404865026474,21.95299911499023,264.18
Libya,LBY,2013,15,NA,15,NA,573.98419189453125,NA,0.16599999,6359.873046875,7,8,1.080410718917847,1.0717087984085083,21.88599967956543,264.8,573.98419189453125,NA,0.16599999,6359.873046875,7,8,1.080410718917847,1.0717087984085083,21.88599967956543,264.8
Libya,LBY,2014,18,NA,18,NA,283.58258056640625,NA,0.169,4801.83056640625,NA,NA,-0.1886117309331894,0,21.90800094604492,268.62,283.58258056640625,NA,0.169,4801.83056640625,NA,NA,-0.1886117309331894,0,21.90800094604492,268.62
Libya,LBY,2015,16,14.85,16,14.85,237.8943328857422,69.9,0.167,4337.9189453125,6,4,1.418354034423828,0,21.214000701904297,272.21,237.8943328857422,69.9,0.167,4337.9189453125,6,4,1.418354034423828,0,21.214000701904297,272.21
Libya,LBY,2016,14,15.78,14,15.78,224.7632751464844,NA,NA,4168.69189453125,NA,NA,1.677663803100586,0,20.576000213623047,276.95,224.7632751464844,NA,NA,4168.69189453125,NA,NA,1.677663803100586,0,20.576000213623047,276.95
Libya,LBY,2017,17,7.91,17,7.91,508.87445068359375,NA,NA,5209.86572265625,4,4,-0.7773885726928711,0,19.89800071716309,280.36,508.87445068359375,NA,NA,5209.86572265625,4,4,-0.7773885726928711,0,19.89800071716309,280.36
Libya,LBY,2018,17,7.56,17,7.56,638.9893798828125,NA,NA,5910.388671875,NA,NA,0.5238758325576782,0,19.281999588012695,281.77,638.9893798828125,NA,NA,5910.388671875,NA,NA,0.5238758325576782,0,19.281999588012695,281.77
Nigeria,NGA,2012,27,NA,27,NA,1353.2923583984375,NA,NA,2500.64111328125,NA,NA,0.33592066168785095,1.5521152019500732,41.24100112915039,252.47,1353.2923583984375,NA,NA,2500.64111328125,NA,NA,0.33592066168785095,1.5521152019500732,41.24100112915039,252.47
Nigeria,NGA,2013,25,NA,25,NA,1271.9986572265625,NA,NA,2597.009033203125,7,7,0.24129176139831543,1.0935590267181396,40.60300064086914,251.09,1271.9986572265625,NA,NA,2597.009033203125,7,7,0.24129176139831543,1.0935590267181396,40.60300064086914,251.09
Nigeria,NGA,2014,27,NA,27,NA,1270.0396728515625,NA,NA,2688.267333984375,NA,NA,0.29529252648353577,0.8586119413375854,40.069000244140625,246.83,1270.0396728515625,NA,NA,2688.267333984375,NA,NA,0.29529252648353577,0.8586119413375854,40.069000244140625,246.83
Nigeria,NGA,2015,26,38.75,26,38.75,1228.776123046875,51.3,NA,2687.47998046875,6,7,0.294822096824646,0.6294470429420471,39.5099983215332,249.12,1228.776123046875,51.3,NA,2687.47998046875,6,7,0.294822096824646,0.6294470429420471,39.5099983215332,249.12
Nigeria,NGA,2016,28,41.35,28,41.35,1061.44921875,NA,NA,2575.45556640625,NA,NA,0.08290250599384308,0.8533939123153687,39.12799835205078,244.39,1061.44921875,NA,NA,2575.45556640625,NA,NA,0.08290250599384308,0.8533939123153687,39.12799835205078,244.39
Nigeria,NGA,2017,27,42.43,27,42.43,1098.3883056640625,NA,NA,2529.38525390625,6,7,0.08272352069616318,0.6421816349029541,38.68899917602539,241.54,1098.3883056640625,NA,NA,2529.38525390625,6,7,0.08272352069616318,0.6421816349029541,38.68899917602539,241.54
Nigeria,NGA,2018,27,42.82,27,42.82,1120.177734375,NA,NA,2512.1923828125,NA,NA,0.14239241182804108,0.19518277049064636,38.24800109863281,238.39,1120.177734375,NA,NA,2512.1923828125,NA,NA,0.14239241182804108,0.19518277049064636,38.24800109863281,238.39
Saudi Arabia,SAU,2012,44,NA,44,NA,6387.4931640625,NA,0.61900002,20249.8046875,NA,NA,0.5980569124221802,1.6552703380584717,21.2450008392334,384.6,6387.4931640625,NA,0.61900002,20249.8046875,NA,NA,0.5980569124221802,1.6552703380584717,21.2450008392334,384.6
Saudi Arabia,SAU,2013,46,NA,46,NA,6261.744140625,NA,0.26699999,20175.55859375,2,1,0.6620655655860901,1.187266826629639,20.753999710083008,375.68,6261.744140625,NA,0.26699999,20175.55859375,2,1,0.6620655655860901,1.187266826629639,20.753999710083008,375.68
Saudi Arabia,SAU,2014,49,NA,49,NA,6324.66796875,NA,0.26199999,20327.67578125,NA,NA,0.7134246826171875,1.0592693090438845,20.160999298095703,365.56,6324.66796875,NA,0.26199999,20327.67578125,NA,NA,0.7134246826171875,1.0592693090438845,20.160999298095703,365.56
Saudi Arabia,SAU,2015,52,0.07,52,0.07,6606.2373046875,79.4,0.257,20627.927734375,2,1,0.8238080739974976,1.2442917823791504,19.52400016784668,360.66,6606.2373046875,79.4,0.257,20627.927734375,2,1,0.8238080739974976,1.2442917823791504,19.52400016784668,360.66
Saudi Arabia,SAU,2016,46,0.06,46,0.06,6823.462890625,NA,NA,20503.380859375,NA,NA,1.3855888843536377,1.155547022819519,18.972000122070312,351.9,6823.462890625,NA,NA,20503.380859375,NA,NA,1.3855888843536377,1.155547022819519,18.972000122070312,351.9
Saudi Arabia,SAU,2017,49,0.06,49,0.06,6504.88427734375,NA,NA,19946.955078125,2,1,1.057180404663086,0.20605169236660004,18.902999877929688,344.52,6504.88427734375,NA,NA,19946.955078125,2,1,1.057180404663086,0.20605169236660004,18.902999877929688,344.52
Saudi Arabia,SAU,2018,49,0.06,49,0.06,6708.38916015625,NA,NA,20067.779296875,NA,NA,2.4477806091308594,0.5399859547615051,18.70299911499023,337.81,6708.38916015625,NA,NA,20067.779296875,NA,NA,2.4477806091308594,0.5399859547615051,18.70299911499023,337.81
United Arab Emirates,ARE,2012,68,NA,68,NA,1817.1358642578125,NA,0.24699999,33996.5390625,NA,NA,0.6770086884498596,2.5538952350616455,12.91100025177002,462,1817.1358642578125,NA,0.24699999,33996.5390625,NA,NA,0.6770086884498596,2.5538952350616455,12.91100025177002,462
United Arab Emirates,ARE,2013,69,NA,69,NA,1892.977294921875,NA,0.24699999,35495.765625,3,2,2.263052225112915,2.50313401222229,12.437999725341797,430.66,1892.977294921875,NA,0.24699999,35495.765625,3,2,2.263052225112915,2.50313401222229,12.437999725341797,430.66
United Arab Emirates,ARE,2014,70,NA,70,NA,1900.3023681640625,NA,0.24699999,36995.703125,NA,NA,2.9111435413360596,2.746345281600952,11.98900032043457,357.54,1900.3023681640625,NA,0.24699999,36995.703125,NA,NA,2.9111435413360596,2.746345281600952,11.98900032043457,357.54
United Arab Emirates,ARE,2015,70,0.03,70,0.03,2047.6063232421875,72.2,0.23199999,38663.40234375,2,2,4.660699844360352,2.3876192569732666,11.477999687194824,351.81,2047.6063232421875,72.2,0.23199999,38663.40234375,2,2,4.660699844360352,2.3876192569732666,11.477999687194824,351.81
United Arab Emirates,ARE,2016,66,0.03,66,0.03,2121.07470703125,NA,NA,39400.01953125,NA,NA,4.400396823883057,2.690073013305664,10.993000030517578,345.11,2121.07470703125,NA,NA,39400.01953125,NA,NA,4.400396823883057,2.690073013305664,10.993000030517578,345.11
United Arab Emirates,ARE,2017,71,0.03,71,0.03,2049.489013671875,NA,NA,39798.5234375,3,2,3.6461994647979736,2.685185432434082,10.619999885559082,338.98,2049.489013671875,NA,NA,39798.5234375,3,2,3.6461994647979736,2.685185432434082,10.619999885559082,338.98
United Arab Emirates,ARE,2018,70,0.03,70,0.03,2054.865966796875,NA,NA,39670.9296875,NA,NA,3.571471929550171,2.459714889526367,10.048999786376951,332.13,2054.865966796875,NA,NA,39670.9296875,NA,NA,3.571471929550171,2.459714889526367,10.048999786376951,332.13
United States,USA,2012,73,NA,73,NA,4596.7001953125,NA,0.235,53989.25,NA,NA,2.3290722370147705,1.54562509059906,12.604000091552734,159.14,4596.7001953125,NA,0.235,53989.25,NA,NA,2.3290722370147705,1.54562509059906,12.604000091552734,159.14
United States,USA,2013,73,NA,73,NA,5218.1962890625,NA,0.227,54604.12890625,NA,NA,2.340181827545166,1.716613531112671,12.446000099182127,157.6,5218.1962890625,NA,0.227,54604.12890625,NA,NA,2.340181827545166,1.716613531112671,12.446000099182127,157.6
United States,USA,2014,74,NA,74,NA,6101.787109375,NA,0.214,55574.35546875,NA,NA,2.211019515991211,1.4369467496871948,12.45699977874756,156.65,6101.787109375,NA,0.214,55574.35546875,NA,NA,2.211019515991211,1.4369467496871948,12.45699977874756,156.65
United States,USA,2015,76,0.55,76,0.55,6595.638671875,81.3,0.20299999,56863.37109375,NA,NA,1.6562453508377075,2.804175853729248,12.333999633789062,156.5,6595.638671875,81.3,0.20299999,56863.37109375,NA,NA,1.6562453508377075,2.804175853729248,12.333999633789062,156.5
United States,USA,2016,74,0.55,74,0.55,6310.3583984375,NA,NA,57418.93359375,NA,NA,1.599433422088623,2.530734062194824,12.121999740600586,156.35,6310.3583984375,NA,NA,57418.93359375,NA,NA,1.599433422088623,2.530734062194824,12.121999740600586,156.35
United States,USA,2017,75,0.55,75,0.55,6677.1865234375,NA,NA,58387.77734375,NA,NA,2.09493637084961,1.9486435651779177,11.76099967956543,154.31,6677.1865234375,NA,NA,58387.77734375,NA,NA,2.09493637084961,1.9486435651779177,11.76099967956543,154.31
United States,USA,2018,71,0.54,71,0.54,7781.12060546875,NA,NA,59821.59375,NA,NA,-0.630782425403595,1.0397653579711914,11.468000411987305,155.74,7781.12060546875,NA,NA,59821.59375,NA,NA,-0.630782425403595,1.0397653579711914,11.468000411987305,155.74
Venezuela,VEN,2012,19,NA,19,NA,1620.3497314453125,NA,0.46599999,NA,NA,NA,0.8673273921012878,1.3076789379119873,20.14299964904785,210.8,1620.3497314453125,NA,0.46599999,NA,NA,NA,0.8673273921012878,1.3076789379119873,20.14299964904785,210.8
Venezuela,VEN,2013,20,NA,20,NA,1602.398193359375,NA,0.46599999,NA,4,6,0.05848971754312515,0.5781587362289429,19.82699966430664,202.84,1602.398193359375,NA,0.46599999,NA,4,6,0.05848971754312515,0.5781587362289429,19.82699966430664,202.84
Venezuela,VEN,2014,19,NA,19,NA,1610.8743896484375,NA,0.463,NA,NA,NA,0.9403778314590454,0.23530176281929016,19.506999969482425,202.6,1610.8743896484375,NA,0.463,NA,NA,NA,0.9403778314590454,0.23530176281929016,19.506999969482425,202.6
Venezuela,VEN,2015,17,8.44,17,8.44,1716.806884765625,64.7,0.461,NA,4,6,NA,NA,19.201000213623047,201.9,1716.806884765625,64.7,0.461,NA,4,6,NA,NA,19.201000213623047,201.9
Venezuela,VEN,2016,17,10.64,17,10.64,1541.630859375,NA,NA,NA,NA,NA,NA,NA,18.89800071716309,205.54,1541.630859375,NA,NA,NA,NA,NA,NA,NA,18.89800071716309,205.54
Venezuela,VEN,2017,18,11.78,18,11.78,1326.9268798828125,NA,NA,NA,4,4,NA,NA,18.50200080871582,208.72,1326.9268798828125,NA,NA,NA,4,4,NA,NA,18.50200080871582,208.72
Venezuela,VEN,2018,18,12.56,18,12.56,975.09686279296875,NA,NA,NA,NA,NA,NA,NA,17.832000732421875,210.94,975.09686279296875,NA,NA,NA,NA,NA,NA,NA,17.832000732421875,210.94
Algeria,DZA,2019,NA,2.02,NA,2.02,748.15789794921875,NA,NA,4115.3955078125,5,5,0.01813407801091671,0.8041107058525085,23.29800033569336,396.97,748.15789794921875,NA,NA,4115.3955078125,5,5,0.01813407801091671,0.8041107058525085,23.29800033569336,396.97
Algeria,DZA,2020,NA,2,NA,2,668.91107177734375,NA,NA,3834.43896484375,NA,NA,0.01066671870648861,0.7769917845726013,22.430999755859375,NA,668.91107177734375,NA,NA,3834.43896484375,NA,NA,0.01066671870648861,0.7769917845726013,22.430999755859375,NA
Algeria,DZA,2021,NA,1.93,NA,1.93,676.5635986328125,NA,NA,NA,4,4,NA,NA,21.52400016784668,NA,676.5635986328125,NA,NA,NA,4,4,NA,NA,21.52400016784668,NA
Algeria,DZA,2022,NA,1.85,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2023,NA,1.69,NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
